"SupplierID","Supplier","AddressType","AddressLine1","AddressLine2","City","StateCode","PostalCode","CountryCode","PhoneNumber","ActiveFlag","CreatedDate","CreatedBy"
"1017143031",Varsity Sport Co.,Main Office,"81 Ana Mile",,Spokane,WA ,"99202",US,"668-555-0100",1,2019-02-26,chris0
-1017164246,Light Speed,Main Office,"298 Sunnybrook Drive",,Spring Valley,CA ,"91977",US,"114-555-0100",1,2020-03-28,chris0
-1017201921,Inline Accessories,Main Office,"5 Madrid",,Concord,CA ,"94519",US,"120-555-0100",1,2019-06-07,chris0
-1017246912,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-02-16,chris0
-1017267163,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-11-09,chris0
-1017292654,Sports House,Main Office,"2014 Delta Road",,Burien,WA ,"98168",US,"55-2555-0100",1,2018-11-15,chris0
-1017403923,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-07-01,chris0
-1017431008,Continental Pro Cycles,Main Office,"2 Lion Circle",,Long Beach,CA ,"90802",US,"718-555-0100",1,2018-03-20,chris0
"101746802",Bloomington Multisport,Main Office,"218 Fall Creek Road",,West Covina,CA ,"91791",US,"172-555-0100",1,2018-07-10,chris0
"1017478482",Image Makers Bike Center,Main Office,"3195 RiverRock Dr.",,Burlingame,CA ,"94010",US,"110-555-0100",1,2022-01-23,chris0
"1017492987",Wide World Importers,Main Office,"50 Edward Ave",,Concord,CA ,"94519",US,"207-555-0100",1,2018-06-29,chris0
-1017528220,Expert Bike Co,Main Office,"8892 Columbia River Ct.",,Santa Cruz,CA ,"95062",US,"340-555-0100",1,2017-01-23,chris0
-101754057,American Bikes,Main Office,"7179 Montana",,Torrance,CA ,"90505",US,"196-555-0100",1,2019-08-24,chris0
"1017563692",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-10-31,chris0
-1017720739,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-04-07,chris0
"1017833643",American Bicycles and Wheels,Main Office,"1667 Warren Street",,West Covina,CA ,"91791",US,"314-555-0100",1,2017-10-23,chris0
"1017869808","Compete Enterprises, Inc",Main Office,"50 Via Del Sol",,Lynnwood,WA ,"98036",US,"321-555-0100",1,2018-03-24,chris0
"1017878389",Electronic Bike Co.,Main Office,"8157 Tweed Lane",,Anacortes,WA ,"98221",US,"218-555-0100",1,2019-09-07,chris0
"1017888981",Fitness Association,Main Office,"8629 Pepper Place",,Bellevue,WA ,"98004",US,"113-555-0100",1,2020-07-25,chris0
-1017948709,"Compete, Inc.",Main Office,"9491 Toyon Dr",,Dallas,TX ,"75201",US,"177-555-0100",1,2021-12-09,chris0
"101797178",International Bicycles,Main Office,"20 Rambling Rose Ave.",# 103,West Covina,CA ,"91791",US,"176-555-0100",1,2022-07-07,chris0
-1018024523,Signature Cycles,Main Office,"50 Kim Court",,Coronado,CA ,"92118",US,"724-555-0100",1,2017-10-11,chris0
-1018099330,Trey Research,Main Office,"1874 Valley Blvd.",,Palo Alto,CA ,"94303",US,"597-555-0100",1,2021-10-07,chris0
"1018196011",Sport Fan Co.,Main Office,"80 Edward Ave",,Burien,WA ,"98168",US,"665-555-0100",1,2022-04-07,chris0
"1018197926",First National Sport Co.,Main Office,"8127 Otter Dr.",,Boise,ID ,"83702",US,"923-555-0100",1,2021-07-07,chris0
"1018220191","Premier Sport, Inc.",Main Office,"7682 Fern Leaf Lane",,Boston,MA ,"02113",US,"537-555-0100",1,2019-12-29,chris0
"1018232831",Northern Bike Travel,Main Office,"3427 C Del Rio Ln",,Anacortes,WA ,"98221",US,"175-555-0100",1,2017-08-31,chris0
-1018258413,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-11-02,chris0
-1018258724,Mountain Works,Main Office,"8 Rogers Ave.",,Everett,WA ,"98201",US,"961-555-0100",1,2019-04-29,chris0
-1018334567,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-06-28,chris0
-1018349208,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-07-02,chris0
-1018371013,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-04-12,chris0
"1018420407",Business Equipment Center,Main Office,"6061 St. Paul Way",,Everett,MT ,"98201",US,"183-555-0100",1,2018-09-05,chris0
-1018430804,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-09-29,chris0
-1018468331,GMA Ski & Bike,Main Office,"50 Breck Court",,Bremerton,WA ,"98312",US,"686-555-0100",1,2022-01-20,chris0
"1018475695",Anderson's Custom Bikes,Main Office,"9 Guadalupe Dr.",,Burbank,CA ,"91502",US,"232-555-0100",1,2019-12-31,chris0
"1018542240","Litware, Inc.",Main Office,"4405 Balboa Court",,Santa Cruz,CA ,"95062",US,"529-555-0100",1,2017-02-16,chris0
-1018542969,Hybrid Bicycle Center,Main Office,"6959 Lakewood Court",,Daly City,CA ,"94015",US,"626-555-0100",1,2017-09-09,chris0
-1018572630,"Compete Enterprises, Inc",Main Office,"50 Via Del Sol",,Lynnwood,WA ,"98036",US,"321-555-0100",1,2017-06-18,chris0
-101868332,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-12-05,chris0
-1018686216,Aurora Bike Center,Main Office,"65 Park Glen Court",,Port Orchard,WA ,"98366",US,"939-555-0100",1,2020-11-23,chris0
"1018696773",Bergeron Off-Roads,Main Office,"9830 May Way",,Mill Valley,MT ,"59715",US,"889-555-0100",1,2019-07-11,chris0
-1018746791,Holiday Skate & Cycle,Main Office,"3294 Buena Vista",,Lemon Grove,AZ ,"85284",US,"893-555-0100",1,2017-07-31,chris0
"1018825290",Jackson Authority,Main Office,"32 East 87th Street",,Long Beach,CA ,"90802",US,"574-555-0100",1,2022-02-07,chris0
"1018842215",Recreation Place,Main Office,"207 Concerto Circle",,Salem,OR ,"97301",US,"991-555-0100",1,2017-02-23,chris0
-1018850494,American Bicycles and Wheels,Main Office,"1667 Warren Street",,West Covina,CA ,"91791",US,"314-555-0100",1,2022-06-08,chris0
"1018899619",Crowley Sport,Main Office,"9056 Mount Dr",,Chicago,IL ,"60610",US,"141-555-0100",1,2020-06-06,chris0
"1018908298",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-05-26,chris0
-1018965544,Indiana Bicycle Center,Main Office,"9620 Laurel Drive",,Novato,WY ,"82070",US,"153-555-0100",1,2019-12-19,chris0
-1018988625,First National Sport Co.,Main Office,"8127 Otter Dr.",,Boise,ID ,"83702",US,"923-555-0100",1,2019-10-10,chris0
"1019028881",Image Makers Bike Center,Main Office,"3195 RiverRock Dr.",,Burlingame,CA ,"94010",US,"110-555-0100",1,2021-03-24,chris0
-1019067433,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-02-05,chris0
"1019068806",Sport Fan Co.,Main Office,"80 Edward Ave",,Burien,WA ,"98168",US,"665-555-0100",1,2020-11-05,chris0
-1019069473,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-05-22,chris0
-101916610,"Custom Frames, Inc.",Main Office,"419 River Ash Court",#9,Lakewood,MO ,"63301",US,"194-555-0100",1,2019-05-22,chris0
-1019296022,Gardner Touring Cycles,Main Office,"8513 Hurlstone Ct.",,Altadena,CA ,"91001",US,"882-555-0100",0,2017-03-11,chris0
-101930705,Anderson's Custom Bikes,Main Office,"9 Guadalupe Dr.",,Burbank,CA ,"91502",US,"232-555-0100",1,2021-08-17,chris0
"1019322854",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-06-02,chris0
"1019416196",Light Speed,Main Office,"298 Sunnybrook Drive",,Spring Valley,CA ,"91977",US,"114-555-0100",1,2020-07-21,chris0
"1019445354",Metro Sport Equipment,Main Office,"60 Oakgrove Rd.",,Lebanon,OR ,"97355",US,"387-555-0100",1,2018-09-21,chris0
"1019494315",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-04-13,chris0
"1019642071",Indiana Bicycle Center,Main Office,"9620 Laurel Drive",,Novato,WY ,"82070",US,"153-555-0100",1,2018-04-20,chris0
-1019650415,Vista Road Bikes,Main Office,"8197 Hermosa",,Salem,OR ,"97301",US,"134-555-0100",1,2022-02-24,chris0
-1019677292,Burnett Road Warriors,Main Office,"5807 Churchill Dr.",,Corvallis,OR ,"97330",US,"208-555-0100",1,2018-09-19,chris0
"101969681",G & K Bicycle Corp.,Main Office,"8981 Carmel Drive",,W. Linn,NV ,"89701",US,"235-555-0100",1,2018-07-04,chris0
-1019706448,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-07-11,chris0
-1019733952,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-01-14,chris0
"1019806604",Business Equipment Center,Main Office,"6061 St. Paul Way",,Everett,MT ,"98201",US,"183-555-0100",1,2019-06-17,chris0
-1019841950,"Compete Enterprises, Inc",Main Office,"50 Via Del Sol",,Lynnwood,WA ,"98036",US,"321-555-0100",1,2021-08-22,chris0
"1019897802",Australia Bike Retailer,Main Office,"28 San Marino Ct.",,Bellingham,WA ,"98225",US,"816-555-0100",1,2021-10-27,chris0
"101991110",International Bicycles,Main Office,"20 Rambling Rose Ave.",# 103,West Covina,CA ,"91791",US,"176-555-0100",1,2021-12-21,chris0
"1019943099",Vista Road Bikes,Main Office,"8197 Hermosa",,Salem,OR ,"97301",US,"134-555-0100",1,2020-11-17,chris0
-1019978963,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-01-25,chris0
"1019989925",GMA Ski & Bike,Main Office,"50 Breck Court",,Bremerton,WA ,"98312",US,"686-555-0100",1,2017-09-16,chris0
-1020117679,Wide World Importers,Main Office,"50 Edward Ave",,Concord,CA ,"94519",US,"207-555-0100",1,2017-11-01,chris0
"1020129895",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-07-22,chris0
-1020165769,Marsh,Main Office,"7 B Way",,Woodburn,OR ,"97071",US,"139-555-0100",1,2020-01-09,chris0
"1020227701",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-12-06,chris0
"1020292407",International,Main Office,"683 Larch Ct.",,Salt Lake City,UT ,"84101",US,"432-555-0100",1,2022-02-07,chris0
-1020295983,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-06-07,chris0
"1020304942",Wide World Importers,Main Office,"50 Edward Ave",,Concord,CA ,"94519",US,"207-555-0100",1,2017-03-03,chris0
-1020389365,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-12-06,chris0
-102042615,Carlson Specialties,Main Office,"2313 B Southampton Rd",,Missoula,MT ,"59801",US,"384-555-0100",1,2021-10-20,chris0
-1020463435,International Bicycles,Main Office,"20 Rambling Rose Ave.",# 103,West Covina,CA ,"91791",US,"176-555-0100",1,2020-09-25,chris0
"1020579118",Mitchell Sports,Main Office,"7562 Daylight Place",,Everett,WA ,"98201",US,"352-555-0100",1,2017-01-24,chris0
"1020583079",Jeff's Sporting Goods,Main Office,"31 Bridgeview St",,Glendale,CA ,"91203",US,"288-555-0100",1,2020-03-26,chris0
-1020586574,"Litware, Inc.",Main Office,"4405 Balboa Court",,Santa Cruz,CA ,"95062",US,"529-555-0100",1,2017-07-18,chris0
-1020704525,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-07-13,chris0
"1020717194",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-12-17,chris0
"1020727211",Touring Equipment Center,Main Office,"3681 South St.",,St. Louis,MO ,"63103",US,"124-555-0100",1,2022-05-17,chris0
"102073185",G & K Bicycle Corp.,Main Office,"8981 Carmel Drive",,W. Linn,NV ,"89701",US,"235-555-0100",1,2017-08-25,chris0
"1020750606",WestAmerica Bicycle Co.,Main Office,"8040 Erie Dr","6 Monteira",Houston,TX ,"77003",US,"360-555-0100",1,2017-06-24,chris0
"102076138",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-12-05,chris0
"1020770892",West Junction Cycles,Main Office,"7786 Olive St",,Olympia,WA ,"98501",US,"173-555-0100",1,2017-12-14,chris0
"1020831928",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-08-20,chris0
-1020838888,Crowley Sport,Main Office,"9056 Mount Dr",,Chicago,IL ,"60610",US,"141-555-0100",1,2021-12-27,chris0
"1020953080",Image Makers Bike Center,Main Office,"3195 RiverRock Dr.",,Burlingame,CA ,"94010",US,"110-555-0100",1,2020-10-24,chris0
-1020995822,Trey Research,Main Office,"1874 Valley Blvd.",,Palo Alto,CA ,"94303",US,"597-555-0100",1,2017-07-30,chris0
"1021017230",Bergeron Off-Roads,Main Office,"9830 May Way",,Mill Valley,MT ,"59715",US,"889-555-0100",1,2017-06-21,chris0
-1021044634,Inline Accessories,Main Office,"5 Madrid",,Concord,CA ,"94519",US,"120-555-0100",1,2020-01-24,chris0
"1021067816",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-10-11,chris0
-1021404621,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2022-04-01,chris0
-1021485096,Aurora Bike Center,Main Office,"65 Park Glen Court",,Port Orchard,WA ,"98366",US,"939-555-0100",1,2021-02-21,chris0
-1021554062,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-05-04,chris0
-1021694828,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-04-25,chris0
"1021825106",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2022-06-13,chris0
"1021825139",Jackson Authority,Main Office,"32 East 87th Street",,Long Beach,CA ,"90802",US,"574-555-0100",1,2019-06-12,chris0
"1021881520",Hybrid Bicycle Center,Main Office,"6959 Lakewood Court",,Daly City,CA ,"94015",US,"626-555-0100",1,2019-06-10,chris0
-1021882149,Hybrid Bicycle Center,Main Office,"6959 Lakewood Court",,Daly City,CA ,"94015",US,"626-555-0100",1,2020-06-24,chris0
-1021895421,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2022-03-15,chris0
-1021904827,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-06-21,chris0
-1021913476,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-05-05,chris0
-1021930342,Carlson Specialties,Main Office,"2313 B Southampton Rd",,Missoula,MT ,"59801",US,"384-555-0100",1,2018-07-14,chris0
"1021936001",Bergeron Off-Roads,Main Office,"9830 May Way",,Mill Valley,MT ,"59715",US,"889-555-0100",1,2018-07-10,chris0
"1021954836",Superior Bicycles,Main Office,"87 S. Rising Ave",,Lynnwood,WA ,"98036",US,"472-555-0100",1,2020-02-21,chris0
-1021957890,WestAmerica Bicycle Co.,Main Office,"8040 Erie Dr","6 Monteira",Houston,TX ,"77003",US,"360-555-0100",1,2021-12-27,chris0
-1022005359,Signature Cycles,Main Office,"50 Kim Court",,Coronado,CA ,"92118",US,"724-555-0100",1,2021-04-29,chris0
"1022009821",Australia Bike Retailer,Main Office,"28 San Marino Ct.",,Bellingham,WA ,"98225",US,"816-555-0100",1,2019-01-10,chris0
-1022010072,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-06-05,chris0
-1022027106,G & K Bicycle Corp.,Main Office,"8981 Carmel Drive",,W. Linn,NV ,"89701",US,"235-555-0100",1,2017-01-07,chris0
"1022055500",Vista Road Bikes,Main Office,"8197 Hermosa",,Salem,OR ,"97301",US,"134-555-0100",1,2022-04-16,chris0
"1022148551",Northern Bike Travel,Main Office,"3427 C Del Rio Ln",,Anacortes,WA ,"98221",US,"175-555-0100",1,2022-07-06,chris0
"1022155998",Team Athletic Co.,Main Office,"581 Roundtree Place",,Spokane,WA ,"99202",US,"800-555-0100",1,2018-06-07,chris0
"1022156664",Superior Bicycles,Main Office,"87 S. Rising Ave",,Lynnwood,WA ,"98036",US,"472-555-0100",1,2018-12-23,chris0
"1022269830",Touring Equipment Center,Main Office,"3681 South St.",,St. Louis,MO ,"63103",US,"124-555-0100",1,2020-10-26,chris0
"1022333509",Trey Research,Main Office,"1874 Valley Blvd.",,Palo Alto,CA ,"94303",US,"597-555-0100",1,2018-03-25,chris0
"1022335531","Trikes, Inc.",Main Office,"90 Sunny Ave",,Berkeley,CA ,"94704",US,"315-555-0100",1,2020-09-26,chris0
"1022357031",Recreation Place,Main Office,"207 Concerto Circle",,Salem,OR ,"97301",US,"991-555-0100",1,2020-05-28,chris0
-1022366290,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-04-18,chris0
"1022374052",Cruger Bike Company,Main Office,"67 Monetary Way",,Berkeley,CA ,"94704",US,"669-555-0100",1,2019-03-08,chris0
-102239673,First National Sport Co.,Main Office,"8127 Otter Dr.",,Boise,ID ,"83702",US,"923-555-0100",1,2018-12-26,chris0
"1022472943",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-02-28,chris0
"1022509765",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-07-20,chris0
"1022587785",American Bicycles and Wheels,Main Office,"1667 Warren Street",,West Covina,CA ,"91791",US,"314-555-0100",1,2018-12-31,chris0
-1022620803,"Trikes, Inc.",Main Office,"90 Sunny Ave",,Berkeley,CA ,"94704",US,"315-555-0100",1,2019-03-12,chris0
"1022634143",Bergeron Off-Roads,Main Office,"9830 May Way",,Mill Valley,MT ,"59715",US,"889-555-0100",1,2020-03-23,chris0
-1022636778,Sport Fan Co.,Main Office,"80 Edward Ave",,Burien,WA ,"98168",US,"665-555-0100",1,2017-11-04,chris0
-1022668286,"Custom Frames, Inc.",Main Office,"419 River Ash Court",#9,Lakewood,MO ,"63301",US,"194-555-0100",1,2017-01-06,chris0
-1022688511,Cruger Bike Company,Main Office,"67 Monetary Way",,Berkeley,CA ,"94704",US,"669-555-0100",1,2017-08-04,chris0
"1022737485",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-09-30,chris0
"1022869303","Custom Frames, Inc.",Main Office,"419 River Ash Court",#9,Lakewood,MO ,"63301",US,"194-555-0100",1,2018-04-08,chris0
-1022873099,Team Athletic Co.,Main Office,"581 Roundtree Place",,Spokane,WA ,"99202",US,"800-555-0100",1,2021-12-29,chris0
"1022922238",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-02-07,chris0
"1022982556",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-03-23,chris0
-102304383,Recreation Place,Main Office,"207 Concerto Circle",,Salem,OR ,"97301",US,"991-555-0100",1,2019-10-19,chris0
"1023097153",Touring Equipment Center,Main Office,"3681 South St.",,St. Louis,MO ,"63103",US,"124-555-0100",1,2021-07-08,chris0
-1023170481,Advanced Bicycles,Main Office,"7995 Edwards Ave.",,Lynnwood,WA ,"98036",US,"239-555-0100",1,2019-01-11,chris0
-1023197274,GMA Ski & Bike,Main Office,"50 Breck Court",,Bremerton,WA ,"98312",US,"686-555-0100",1,2020-11-22,chris0
"1023217895",Team Athletic Co.,Main Office,"581 Roundtree Place",,Spokane,WA ,"99202",US,"800-555-0100",1,2019-06-11,chris0
-1023232425,Cruger Bike Company,Main Office,"67 Monetary Way",,Berkeley,CA ,"94704",US,"669-555-0100",1,2020-01-07,chris0
"1023241282",Business Equipment Center,Main Office,"6061 St. Paul Way",,Everett,MT ,"98201",US,"183-555-0100",1,2017-08-26,chris0
"102324673",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2022-05-07,chris0
-1023271476,Burnett Road Warriors,Main Office,"5807 Churchill Dr.",,Corvallis,OR ,"97330",US,"208-555-0100",1,2021-08-19,chris0
-1023317399,Ready Rentals,Main Office,"35 Buckthorn Court",# 1,Kirkland,WA ,"98033",US,"198-555-0100",1,2020-12-13,chris0
-1023382906,Marsh,Main Office,"7 B Way",,Woodburn,OR ,"97071",US,"139-555-0100",1,2019-02-23,chris0
-1023491479,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-05-05,chris0
"1023517515","Compete, Inc.",Main Office,"9491 Toyon Dr",,Dallas,TX ,"75201",US,"177-555-0100",1,2017-06-29,chris0
-1023528814,Sport Fan Co.,Main Office,"80 Edward Ave",,Burien,WA ,"98168",US,"665-555-0100",1,2019-05-07,chris0
"1023573790","Litware, Inc.",Main Office,"4405 Balboa Court",,Santa Cruz,CA ,"95062",US,"529-555-0100",1,2017-01-08,chris0
-1023577848,Anderson's Custom Bikes,Main Office,"9 Guadalupe Dr.",,Burbank,CA ,"91502",US,"232-555-0100",1,2017-04-07,chris0
"1023619991",G & K Bicycle Corp.,Main Office,"8981 Carmel Drive",,W. Linn,NV ,"89701",US,"235-555-0100",1,2021-12-21,chris0
"1023668916",Northern Bike Travel,Main Office,"3427 C Del Rio Ln",,Anacortes,WA ,"98221",US,"175-555-0100",1,2022-06-01,chris0
"1023670601",Carlson Specialties,Main Office,"2313 B Southampton Rd",,Missoula,MT ,"59801",US,"384-555-0100",1,2017-08-28,chris0
"1023686909","Litware, Inc.",Main Office,"4405 Balboa Court",,Santa Cruz,CA ,"95062",US,"529-555-0100",1,2021-11-28,chris0
-102379864,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-07-27,chris0
"1023830875",Carlson Specialties,Main Office,"2313 B Southampton Rd",,Missoula,MT ,"59801",US,"384-555-0100",1,2017-07-10,chris0
-1023835657,"Compete Enterprises, Inc",Main Office,"50 Via Del Sol",,Lynnwood,WA ,"98036",US,"321-555-0100",1,2017-12-03,chris0
-102386181,Team Athletic Co.,Main Office,"581 Roundtree Place",,Spokane,WA ,"99202",US,"800-555-0100",1,2022-02-14,chris0
"1023921528","Compete Enterprises, Inc",Main Office,"50 Via Del Sol",,Lynnwood,WA ,"98036",US,"321-555-0100",1,2021-06-25,chris0
"1023928701",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-06-22,chris0
-1023989744,Northern Bike Travel,Main Office,"3427 C Del Rio Ln",,Anacortes,WA ,"98221",US,"175-555-0100",1,2018-04-25,chris0
-1023993664,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-03-30,chris0
-1024015526,"Premier Sport, Inc.",Main Office,"7682 Fern Leaf Lane",,Boston,MA ,"02113",US,"537-555-0100",1,2019-02-07,chris0
-1024050112,Jackson Authority,Main Office,"32 East 87th Street",,Long Beach,CA ,"90802",US,"574-555-0100",1,2019-04-07,chris0
-1024059387,Beaumont Bikes,Main Office,"2472 Alexander Place",,West Covina,ID ,"83301",US,"306-555-0100",1,2019-02-21,chris0
"1024074909",Inline Accessories,Main Office,"5 Madrid",,Concord,CA ,"94519",US,"120-555-0100",1,2019-07-10,chris0
-1024110652,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-11-04,chris0
-1024122068,Chicago City Saddles,Main Office,"3 Gehringer Drive",,Daly City,CA ,"94015",US,"329-555-0100",1,2019-10-19,chris0
"1024172657",Business Equipment Center,Main Office,"6061 St. Paul Way",,Everett,MT ,"98201",US,"183-555-0100",1,2018-04-29,chris0
-1024303983,Touring Equipment Center,Main Office,"3681 South St.",,St. Louis,MO ,"63103",US,"124-555-0100",1,2018-11-12,chris0
-1024473256,Hill's Bicycle Service,Main Office,"3664 Colt Ct.",,Richmond,CA ,"94801",US,"302-555-0100",1,2018-10-29,chris0
-1024481994,Victory Bikes,Main Office,"3459 Tri-state Ave",,Issaquah,WA ,"98027",US,"193-555-0100",1,2017-11-17,chris0
-1024493826,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-03-10,chris0
"1024526627",Wide World Importers,Main Office,"50 Edward Ave",,Concord,CA ,"94519",US,"207-555-0100",1,2020-07-09,chris0
-1024603777,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-06-10,chris0
-102462594,Varsity Sport Co.,Main Office,"81 Ana Mile",,Spokane,WA ,"99202",US,"668-555-0100",1,2022-04-11,chris0
"1024670730",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-10-20,chris0
"1024694497",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-12-15,chris0
"1024697762","Proseware, Inc.",Main Office,"50 Big Canyon Road",,Lebanon,OR ,"97355",US,"113-555-0100",0,2018-11-03,chris0
-1024785400,Fitness Association,Main Office,"8629 Pepper Place",,Bellevue,WA ,"98004",US,"113-555-0100",1,2021-01-06,chris0
"1024831777",Continental Pro Cycles,Main Office,"2 Lion Circle",,Long Beach,CA ,"90802",US,"718-555-0100",1,2021-02-17,chris0
"1024836753",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-09-07,chris0
-1024863502,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-01-20,chris0
-1025040355,GMA Ski & Bike,Main Office,"50 Breck Court",,Bremerton,WA ,"98312",US,"686-555-0100",1,2017-06-29,chris0
-1025050209,Australia Bike Retailer,Main Office,"28 San Marino Ct.",,Bellingham,WA ,"98225",US,"816-555-0100",1,2017-05-19,chris0
-1025142721,Bloomington Multisport,Main Office,"218 Fall Creek Road",,West Covina,CA ,"91791",US,"172-555-0100",1,2018-10-05,chris0
"1025196485",International,Main Office,"683 Larch Ct.",,Salt Lake City,UT ,"84101",US,"432-555-0100",1,2021-01-27,chris0
"1025244773",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-12-21,chris0
-1025306064,Wide World Importers,Main Office,"50 Edward Ave",,Concord,CA ,"94519",US,"207-555-0100",1,2019-04-15,chris0
"1025314040",Expert Bike Co,Main Office,"8892 Columbia River Ct.",,Santa Cruz,CA ,"95062",US,"340-555-0100",1,2018-08-16,chris0
